id_pedido,origen,destino,fecha,hora,cantidad,id_cliente,sla_horas,tiene_ruta,num_vuelos,ruta,cumple_sla,tiempo_total_horas,etiqueta
000001006,LBSF,SGAS,20260215,00:56,2,0024853,48,true,1,"LBSF->SGAS",true,9.07,GA_full
000001011,LKPR,OSDI,20260215,00:00,2,0021981,48,true,2,"LKPR->EDDI | EDDI->OSDI",true,6.17,GA_full
000000927,LATI,SBBR,20260215,00:03,4,0017028,48,true,3,"LATI->LKPR | LKPR->EBCI | EBCI->SBBR",true,13.03,GA_full
000001030,OAKB,OMDB,20260215,02:07,2,0012237,24,true,2,"OAKB->OOMS | OOMS->OMDB",true,3.73,GA_full
000001000,OERK,OYSN,20260215,01:07,2,0000482,24,true,2,"OERK->OMDB | OMDB->OYSN",true,6.50,GA_full
000000956,VIDP,SVMI,20260215,03:07,2,0006500,48,true,1,"VIDP->SVMI",true,9.58,GA_full
000000938,OSDI,SUAA,20260215,01:14,2,0021209,48,true,2,"OSDI->LBSF | LBSF->SUAA",true,13.27,GA_full
000001032,OJAI,LDZA,20260215,01:16,1,0002350,48,true,2,"OJAI->LKPR | LKPR->LDZA",true,5.87,GA_full
000000860,OPKC,SABE,20260215,03:18,3,0013892,48,true,2,"OPKC->OYSN | OYSN->SABE",true,13.05,GA_full
000001007,LBSF,SABE,20260215,01:19,1,0003801,48,true,1,"LBSF->SABE",true,10.08,GA_full
000001000,UMMS,OAKB,20260215,01:21,2,0015249,48,true,1,"UMMS->OAKB",true,10.13,GA_full
000000944,OMDB,LDZA,20260215,02:22,1,0004913,48,true,1,"OMDB->LDZA",true,5.82,GA_full
000001051,OOMS,EHAM,20260215,02:28,3,0025530,48,true,2,"OOMS->UBBB | UBBB->EHAM",true,7.27,GA_full
000000887,OYSN,SBBR,20260215,01:28,1,0010601,48,true,1,"OYSN->SBBR",true,12.12,GA_full
000001010,LKPR,SGAS,20260215,00:29,2,0013147,48,true,2,"LKPR->LDZA | LDZA->SGAS",true,11.50,GA_full
000001001,OERK,SGAS,20260215,01:31,2,0025169,48,true,2,"OERK->SABE | SABE->SGAS",true,11.32,GA_full
000000957,VIDP,SKBO,20260215,03:31,1,0009993,48,true,2,"VIDP->UBBB | UBBB->SKBO",true,11.80,GA_full
000001060,LOWW,SBBR,20260215,00:35,2,0025058,48,true,2,"LOWW->LBSF | LBSF->SBBR",true,9.38,GA_full
000000902,EDDI,SPIM,20260215,00:37,2,0011504,48,true,2,"EDDI->EHAM | EHAM->SPIM",true,9.32,GA_full
000001031,OAKB,SLLP,20260215,02:39,2,0031269,48,true,1,"OAKB->SLLP",true,14.13,GA_full
000001034,EKCH,SEQM,20260215,00:45,2,0000932,48,true,3,"EKCH->LKPR | LKPR->EBCI | EBCI->SEQM",true,11.20,GA_full
000001033,OJAI,SBBR,20260215,01:45,1,0006927,48,true,1,"OJAI->SBBR",true,7.57,GA_full
000001008,LBSF,LATI,20260215,01:48,1,0030412,24,true,2,"LBSF->EBCI | EBCI->LATI",true,5.35,GA_full
000000888,OYSN,OSDI,20260215,01:48,1,0031588,24,true,2,"OYSN->OPKC | OPKC->OSDI",true,10.72,GA_full
000000945,OMDB,UMMS,20260215,02:50,1,0030834,48,true,2,"OMDB->EBCI | EBCI->UMMS",true,10.30,GA_full
000000939,OSDI,SCEL,20260215,01:50,2,0002810,48,true,2,"OSDI->LOWW | LOWW->SCEL",true,15.08,GA_full
000000995,UBBB,SBBR,20260215,00:50,3,0001436,48,true,1,"UBBB->SBBR",true,10.63,GA_full
000000948,LDZA,SLLP,20260215,00:54,3,0023811,48,true,2,"LDZA->SPIM | SPIM->SLLP",true,12.97,GA_full
000000979,EBCI,EDDI,20260215,00:55,3,0029186,24,true,3,"EBCI->LOWW | LOWW->LDZA | LDZA->EDDI",true,4.27,GA_full
000001001,UMMS,VIDP,20260215,01:55,2,0007159,48,true,2,"UMMS->UBBB | UBBB->VIDP",true,9.97,GA_full
000000903,EDDI,OMDB,20260215,00:58,2,0017603,48,true,2,"EDDI->UBBB | UBBB->OMDB",true,9.58,GA_full
000000862,OPKC,SVMI,20260215,04:02,3,0017204,48,true,2,"OPKC->OERK | OERK->SVMI",true,9.75,GA_full
000000941,OSDI,VIDP,20260215,02:02,2,0028186,24,true,1,"OSDI->VIDP",true,9.53,GA_full
000000958,VIDP,LBSF,20260215,04:03,1,0005357,48,true,2,"VIDP->OMDB | OMDB->LBSF",true,6.13,GA_full
000000905,EDDI,EKCH,20260215,01:04,2,0011990,24,true,1,"EDDI->EKCH",true,4.55,GA_full
000001061,LOWW,OAKB,20260215,01:08,2,0005888,48,true,2,"LOWW->OERK | OERK->OAKB",true,12.53,GA_full
000001002,OERK,LKPR,20260215,02:08,2,0024569,48,true,1,"OERK->LKPR",true,5.45,GA_full
000001009,LBSF,SLLP,20260215,02:11,1,0001718,48,true,2,"LBSF->SGAS | SGAS->SLLP",true,10.82,GA_full
000000946,OMDB,OOMS,20260215,03:12,1,0011787,24,true,1,"OMDB->OOMS",true,5.75,GA_full
000000861,OPKC,UBBB,20260215,04:13,3,0000967,24,true,2,"OPKC->OOMS | OOMS->UBBB",true,4.05,GA_full
000001064,EHAM,LBSF,20260215,01:14,5,0016901,24,true,1,"EHAM->LBSF",true,4.27,GA_full
000001032,OAKB,SKBO,20260215,03:14,2,0013563,48,true,3,"OAKB->LDZA | LDZA->LBSF | LBSF->SKBO",true,14.55,GA_full
000001034,OJAI,LDZA,20260215,02:14,1,0021514,48,true,1,"OJAI->LDZA",true,6.47,GA_full
000000889,OYSN,OMDB,20260215,02:15,1,0000736,24,true,2,"OYSN->OAKB | OAKB->OMDB",true,11.30,GA_full
000000940,OSDI,LATI,20260215,02:21,2,0013280,48,true,1,"OSDI->LATI",true,2.83,GA_full
000001052,OOMS,SEQM,20260215,03:25,3,0025032,48,true,2,"OOMS->LKPR | LKPR->SEQM",true,11.92,GA_full
000001012,LKPR,EDDI,20260215,01:27,2,0006751,24,true,1,"LKPR->EDDI",true,2.00,GA_full
000000904,EDDI,EKCH,20260215,01:28,2,0020473,24,true,1,"EDDI->EKCH",true,4.15,GA_full
000001035,EKCH,OYSN,20260215,01:28,2,0018491,48,true,2,"EKCH->SPIM | SPIM->OYSN",true,9.13,GA_full
000000996,UBBB,SCEL,20260215,01:28,3,0027938,48,true,2,"UBBB->LBSF | LBSF->SCEL",true,16.32,GA_full
000001035,OJAI,LOWW,20260215,02:32,1,0006318,48,true,1,"OJAI->LOWW",true,5.52,GA_full
000001003,OERK,OOMS,20260215,02:33,2,0021627,24,true,2,"OERK->OMDB | OMDB->OOMS",true,5.40,GA_full
000000959,VIDP,LBSF,20260215,04:33,1,0024757,48,true,2,"VIDP->OAKB | OAKB->LBSF",true,8.32,GA_full
000001062,LOWW,SKBO,20260215,01:34,2,0021026,48,true,2,"LOWW->EHAM | EHAM->SKBO",true,7.25,GA_full
000001002,UMMS,SLLP,20260215,02:35,2,0001379,48,true,2,"UMMS->LATI | LATI->SLLP",true,11.02,GA_full
000000949,LDZA,EBCI,20260215,01:36,2,0011689,24,true,2,"LDZA->LKPR | LKPR->EBCI",true,4.97,GA_full
000000980,EBCI,SLLP,20260215,01:40,3,0031602,48,true,2,"EBCI->SGAS | SGAS->SLLP",true,10.33,GA_full
000001010,LBSF,SUAA,20260215,02:44,1,0021468,48,true,1,"LBSF->SUAA",true,11.77,GA_full
000001033,OAKB,EBCI,20260215,03:45,2,0016215,48,true,1,"OAKB->EBCI",true,5.75,GA_full
000000947,OMDB,LOWW,20260215,03:45,1,0010145,48,true,2,"OMDB->EDDI | EDDI->LOWW",true,6.78,GA_full
000000890,OYSN,OPKC,20260215,02:45,1,0028376,24,true,1,"OYSN->OPKC",true,5.93,GA_full
000000928,LATI,OSDI,20260215,01:54,4,0032034,48,true,1,"LATI->OSDI",true,5.48,GA_full
000001013,LKPR,EDDI,20260215,01:54,2,0012240,24,true,1,"LKPR->EDDI",true,1.55,GA_full
000001036,OJAI,SEQM,20260215,02:58,1,0004158,48,true,2,"OJAI->EBCI | EBCI->SEQM",true,9.98,GA_full
000000960,VIDP,SBBR,20260215,05:00,1,0015906,48,true,3,"VIDP->UMMS | UMMS->LOWW | LOWW->SBBR",true,13.52,GA_full
000000907,EDDI,SUAA,20260215,02:01,2,0023246,48,true,1,"EDDI->SUAA",true,12.73,GA_full
000000950,OMDB,LKPR,20260215,04:01,1,0021636,48,true,1,"OMDB->LKPR",true,6.47,GA_full
000001013,LBSF,OERK,20260215,03:03,1,0016330,48,true,1,"LBSF->OERK",true,7.02,GA_full
000001004,OERK,OAKB,20260215,03:03,2,0022608,24,true,2,"OERK->OMDB | OMDB->OAKB",true,6.40,GA_full
000001063,LOWW,LDZA,20260215,02:07,2,0019115,24,true,1,"LOWW->LDZA",true,1.55,GA_full
000000948,OMDB,UBBB,20260215,04:07,1,0031992,24,true,1,"OMDB->UBBB",true,5.88,GA_full
000001036,EKCH,LBSF,20260215,02:08,2,0010988,24,true,1,"EKCH->LBSF",true,3.40,GA_full
000001011,LBSF,LATI,20260215,03:10,1,0023444,24,true,2,"LBSF->EDDI | EDDI->LATI",true,5.32,GA_full
000000997,UBBB,OAKB,20260215,02:10,3,0006800,24,true,1,"UBBB->OAKB",true,4.67,GA_full
000001053,OOMS,SBBR,20260215,04:11,3,0016098,48,true,2,"OOMS->OMDB | OMDB->SBBR",true,11.92,GA_full
000000891,OYSN,OJAI,20260215,03:12,1,0027991,24,true,1,"OYSN->OJAI",true,3.75,GA_full
000001003,UMMS,VIDP,20260215,03:12,2,0017468,48,true,1,"UMMS->VIDP",true,10.72,GA_full
000001034,OAKB,OERK,20260215,04:17,2,0014955,24,true,1,"OAKB->OERK",true,4.13,GA_full
000001037,OJAI,OOMS,20260215,03:22,1,0003908,24,true,2,"OJAI->OMDB | OMDB->OOMS",true,6.48,GA_full
000000950,LDZA,SEQM,20260215,02:23,2,0013171,48,true,1,"LDZA->SEQM",true,7.50,GA_full
000001065,EHAM,OPKC,20260215,02:26,5,0010974,48,true,1,"EHAM->OPKC",true,11.85,GA_full
000001014,LKPR,OOMS,20260215,02:26,2,0009540,48,true,2,"LKPR->SKBO | SKBO->OOMS",true,12.40,GA_full
000001012,LBSF,EKCH,20260215,03:29,1,0020075,24,true,2,"LBSF->EHAM | EHAM->EKCH",true,3.60,GA_full
000000906,EDDI,UMMS,20260215,02:31,2,0031748,24,true,1,"EDDI->UMMS",true,4.37,GA_full
000001005,OERK,LDZA,20260215,03:33,2,0004014,48,true,2,"OERK->LATI | LATI->LDZA",true,7.90,GA_full
000000981,EBCI,SCEL,20260215,02:35,3,0012849,48,true,1,"EBCI->SCEL",true,12.43,GA_full
000001064,LOWW,EKCH,20260215,02:35,2,0002169,24,true,2,"LOWW->EHAM | EHAM->EKCH",true,3.50,GA_full
000000949,OMDB,OYSN,20260215,04:35,1,0009376,24,true,1,"OMDB->OYSN",true,4.03,GA_full
000000942,OSDI,UMMS,20260215,03:37,2,0027373,48,true,2,"OSDI->UBBB | UBBB->UMMS",true,5.75,GA_full
000000961,VIDP,SEQM,20260215,05:38,1,0030036,48,true,2,"VIDP->UMMS | UMMS->SEQM",true,12.35,GA_full
000000892,OYSN,SEQM,20260215,03:42,1,0010165,48,true,1,"OYSN->SEQM",true,10.80,GA_full
000001035,OAKB,LATI,20260215,04:44,2,0023844,48,true,2,"OAKB->OPKC | OPKC->LATI",true,8.55,GA_full
000000863,OPKC,SKBO,20260215,05:44,3,0002352,48,true,2,"OPKC->EDDI | EDDI->SKBO",true,12.43,GA_full
000001015,LKPR,LBSF,20260215,02:48,2,0011864,24,true,2,"LKPR->EDDI | EDDI->LBSF",true,6.07,GA_full
000001038,OJAI,SVMI,20260215,03:49,1,0012369,48,true,2,"OJAI->EBCI | EBCI->SVMI",true,10.98,GA_full
000001037,EKCH,SPIM,20260215,02:50,2,0025098,48,true,3,"EKCH->LKPR | LKPR->EBCI | EBCI->SPIM",true,10.03,GA_full
000001004,UMMS,OMDB,20260215,03:53,2,0022042,48,true,2,"UMMS->OERK | OERK->OMDB",true,9.45,GA_full
000001054,OOMS,LBSF,20260215,04:56,3,0004170,48,true,1,"OOMS->LBSF",true,4.80,GA_full
000000998,UBBB,EKCH,20260215,02:58,3,0028655,48,true,2,"UBBB->UMMS | UMMS->EKCH",true,6.88,GA_full
000000929,LATI,LOWW,20260215,02:59,4,0031289,24,true,2,"LATI->LBSF | LBSF->LOWW",true,4.17,GA_full
000000895,OYSN,SGAS,20260215,04:01,1,0010115,48,true,2,"OYSN->OJAI | OJAI->SGAS",true,10.77,GA_full
000001065,LOWW,OSDI,20260215,03:02,2,0013194,48,true,2,"LOWW->LBSF | LBSF->OSDI",true,9.45,GA_full
000001006,OERK,VIDP,20260215,04:07,2,0007842,24,true,2,"OERK->OPKC | OPKC->VIDP",true,8.47,GA_full
000000943,OSDI,SBBR,20260215,04:07,2,0013934,48,true,1,"OSDI->SBBR",true,7.43,GA_full
000000962,VIDP,SCEL,20260215,06:08,1,0022531,48,true,2,"VIDP->OSDI | OSDI->SCEL",true,14.83,GA_full
000000951,LDZA,SEQM,20260215,03:09,2,0010197,48,true,1,"LDZA->SEQM",true,6.73,GA_full
000000893,OYSN,OMDB,20260215,04:12,1,0024986,24,true,2,"OYSN->OAKB | OAKB->OMDB",true,9.35,GA_full
000001036,OAKB,SKBO,20260215,05:15,2,0005039,48,true,2,"OAKB->LBSF | LBSF->SKBO",true,12.53,GA_full
000001039,OJAI,EBCI,20260215,04:17,1,0010910,48,true,3,"OJAI->LOWW | LOWW->LKPR | LKPR->EBCI",true,7.58,GA_full
000001016,LKPR,SLLP,20260215,03:19,2,0001470,48,true,2,"LKPR->SPIM | SPIM->SLLP",true,10.55,GA_full
000000908,EDDI,OERK,20260215,03:23,2,0011427,48,true,3,"EDDI->UMMS | UMMS->SKBO | SKBO->OERK",true,10.25,GA_full
000000982,EBCI,EDDI,20260215,03:25,3,0029936,24,true,1,"EBCI->EDDI",true,4.27,GA_full
000001014,LBSF,SEQM,20260215,04:27,1,0032452,48,true,1,"LBSF->SEQM",true,8.98,GA_full
000000951,OMDB,LKPR,20260215,05:28,1,0020100,48,true,1,"OMDB->LKPR",true,5.02,GA_full
000001038,EKCH,SLLP,20260215,03:29,2,0005180,48,true,2,"EKCH->EDDI | EDDI->SLLP",true,11.22,GA_full
000001005,UMMS,LATI,20260215,04:31,2,0029495,24,true,2,"UMMS->EDDI | EDDI->LATI",true,3.97,GA_full
000001007,OERK,SLLP,20260215,04:33,1,0002693,48,true,2,"OERK->SBBR | SBBR->SLLP",true,15.23,GA_full
000000894,OYSN,SUAA,20260215,04:34,1,0029676,48,true,1,"OYSN->SUAA",true,9.92,GA_full
000001066,LOWW,OYSN,20260215,03:36,2,0011456,48,true,1,"LOWW->OYSN",true,9.48,GA_full
000000864,OPKC,UBBB,20260215,06:36,2,0006314,24,true,1,"OPKC->UBBB",true,2.00,GA_full
000000963,VIDP,OOMS,20260215,06:36,1,0007525,24,true,1,"VIDP->OOMS",true,4.05,GA_full
000001040,OJAI,SCEL,20260215,04:39,1,0026702,48,true,2,"OJAI->OERK | OERK->SCEL",true,14.58,GA_full
000000999,UBBB,EKCH,20260215,03:40,3,0027943,48,true,2,"UBBB->UMMS | UMMS->EKCH",true,6.18,GA_full
000000944,OSDI,SUAA,20260215,04:43,2,0010455,48,true,1,"OSDI->SUAA",true,10.52,GA_full
000001066,EHAM,SEQM,20260215,03:45,5,0027335,48,true,2,"EHAM->EBCI | EBCI->SEQM",true,8.20,GA_full
000000930,LATI,OJAI,20260215,03:48,4,0017040,48,true,2,"LATI->LDZA | LDZA->OJAI",true,7.40,GA_full
000001037,OAKB,LBSF,20260215,05:48,2,0013154,48,true,1,"OAKB->LBSF",true,6.07,GA_full
000001055,OOMS,EHAM,20260215,05:48,3,0016787,48,true,1,"OOMS->EHAM",true,8.42,GA_full
000001017,LKPR,OYSN,20260215,03:51,1,0028894,48,true,2,"LKPR->UBBB | UBBB->OYSN",true,10.47,GA_full
000000909,EDDI,OOMS,20260215,03:52,2,0007481,48,true,2,"EDDI->EKCH | EKCH->OOMS",true,11.65,GA_full
000000952,LDZA,OAKB,20260215,03:53,2,0024562,48,true,3,"LDZA->EKCH | EKCH->SVMI | SVMI->OAKB",true,10.77,GA_full
000001015,LBSF,EBCI,20260215,04:55,1,0011829,24,true,1,"LBSF->EBCI",true,3.22,GA_full
000000952,OMDB,SBBR,20260215,05:57,1,0023356,48,true,1,"OMDB->SBBR",true,10.15,GA_full
000001067,LOWW,OERK,20260215,04:01,2,0003402,48,true,2,"LOWW->SKBO | SKBO->OERK",true,9.62,GA_full
000000964,VIDP,LKPR,20260215,07:01,1,0002877,48,true,2,"VIDP->LATI | LATI->LKPR",true,6.27,GA_full
000001041,OJAI,SKBO,20260215,05:03,1,0011265,48,true,2,"OJAI->LOWW | LOWW->SKBO",true,9.22,GA_full
000001008,OERK,SVMI,20260215,05:08,1,0006013,48,true,2,"OERK->LOWW | LOWW->SVMI",true,11.55,GA_full
000001006,UMMS,SABE,20260215,05:10,2,0020659,48,true,1,"UMMS->SABE",true,10.55,GA_full
000000983,EBCI,OAKB,20260215,04:11,3,0007668,48,true,3,"EBCI->EKCH | EKCH->SVMI | SVMI->OAKB",true,10.47,GA_full
000001039,EKCH,UBBB,20260215,04:11,2,0010052,48,true,1,"EKCH->UBBB",true,5.08,GA_full
000001038,OAKB,SLLP,20260215,06:15,1,0020382,48,true,2,"OAKB->SGAS | SGAS->SLLP",true,14.20,GA_full
000000945,OSDI,LKPR,20260215,05:18,2,0031490,48,true,2,"OSDI->EDDI | EDDI->LKPR",true,6.35,GA_full
000001016,LBSF,SKBO,20260215,05:19,1,0009527,48,true,2,"LBSF->LOWW | LOWW->SKBO",true,8.95,GA_full
000001018,LKPR,EKCH,20260215,04:21,1,0011288,24,true,2,"LKPR->LATI | LATI->EKCH",true,5.30,GA_full
000000910,EDDI,UBBB,20260215,04:25,2,0032714,48,true,2,"EDDI->LKPR | LKPR->UBBB",true,7.75,GA_full
000000953,OMDB,OAKB,20260215,06:26,1,0004682,24,true,1,"OMDB->OAKB",true,4.02,GA_full
000000865,OPKC,OERK,20260215,07:26,2,0004986,24,true,2,"OPKC->OYSN | OYSN->OERK",true,7.62,GA_full
000001000,UBBB,SKBO,20260215,04:26,3,0021903,48,true,2,"UBBB->EKCH | EKCH->SKBO",true,11.80,GA_full
000001042,OJAI,LOWW,20260215,05:30,1,0006585,48,true,1,"OJAI->LOWW",true,2.55,GA_full
000001068,LOWW,SCEL,20260215,04:31,2,0003208,48,true,1,"LOWW->SCEL",true,11.40,GA_full
000000896,OYSN,SGAS,20260215,05:31,1,0019307,48,true,1,"OYSN->SGAS",true,9.85,GA_full
000001009,OERK,EBCI,20260215,05:33,1,0024464,48,true,3,"OERK->LOWW | LOWW->LKPR | LKPR->EBCI",true,6.32,GA_full
000001056,OOMS,SUAA,20260215,06:33,3,0013231,48,true,1,"OOMS->SUAA",true,11.07,GA_full
000000953,LDZA,OYSN,20260215,04:37,2,0003391,48,true,2,"LDZA->LOWW | LOWW->OYSN",true,8.47,GA_full
000000965,VIDP,EKCH,20260215,07:37,1,0006985,48,true,2,"VIDP->EHAM | EHAM->EKCH",true,6.98,GA_full
000001017,LBSF,OYSN,20260215,05:40,1,0028881,48,true,2,"LBSF->OJAI | OJAI->OYSN",true,6.87,GA_full
000001019,LKPR,LDZA,20260215,04:41,1,0019944,24,true,1,"LKPR->LDZA",true,1.45,GA_full
000001007,UMMS,SABE,20260215,05:44,2,0006358,48,true,2,"UMMS->SBBR | SBBR->SABE",true,13.82,GA_full
000000931,LATI,SKBO,20260215,04:48,3,0010169,48,true,2,"LATI->EKCH | EKCH->SKBO",true,11.43,GA_full
000000954,OMDB,OYSN,20260215,06:48,1,0001622,24,true,1,"OMDB->OYSN",true,1.82,GA_full
000001040,EKCH,LKPR,20260215,04:49,2,0014969,24,true,3,"EKCH->EDDI | EDDI->LOWW | LOWW->LKPR",true,4.63,GA_full
000001039,OAKB,SCEL,20260215,06:50,1,0021111,48,true,2,"OAKB->UMMS | UMMS->SCEL",true,16.80,GA_full
000000897,OYSN,SPIM,20260215,05:53,1,0019887,48,true,2,"OYSN->SBBR | SBBR->SPIM",true,13.00,GA_full
000000911,EDDI,SBBR,20260215,04:56,2,0006148,48,true,2,"EDDI->LOWW | LOWW->SBBR",true,10.58,GA_full
000001067,EHAM,EKCH,20260215,04:56,5,0012486,24,true,1,"EHAM->EKCH",true,1.15,GA_full
000000984,EBCI,UBBB,20260215,04:57,3,0011963,48,true,1,"EBCI->UBBB",true,5.63,GA_full
000001043,OJAI,LOWW,20260215,05:58,1,0024489,48,true,3,"OJAI->LDZA | LDZA->LATI | LATI->LOWW",true,6.93,GA_full
000000946,OSDI,OOMS,20260215,05:59,2,0006339,24,true,1,"OSDI->OOMS",true,4.78,GA_full
000001010,OERK,OJAI,20260215,06:00,1,0017231,24,true,1,"OERK->OJAI",true,4.82,GA_full
000000967,SUAA,EHAM,20260215,00:02,2,0024922,48,true,2,"SUAA->OOMS | OOMS->EHAM",true,7.18,GA_full
000001009,UMMS,VIDP,20260215,06:02,2,0031039,48,true,3,"UMMS->SVMI | SVMI->OOMS | OOMS->VIDP",true,11.38,GA_full
000001069,LOWW,EHAM,20260215,05:04,2,0018330,24,true,2,"LOWW->EBCI | EBCI->EHAM",true,4.58,GA_full
000000867,OPKC,SEQM,20260215,08:07,2,0031785,48,true,2,"OPKC->LBSF | LBSF->SEQM",true,11.32,GA_full
000000966,VIDP,SLLP,20260215,08:08,1,0004614,48,true,2,"VIDP->OOMS | OOMS->SLLP",true,13.62,GA_full
000001001,UBBB,EHAM,20260215,05:10,2,0015893,48,true,2,"UBBB->EKCH | EKCH->EHAM",true,7.20,GA_full
000001018,LBSF,OMDB,20260215,06:13,1,0006643,48,true,1,"LBSF->OMDB",true,6.07,GA_full
000000866,OPKC,OMDB,20260215,08:14,2,0024010,24,true,2,"OPKC->UBBB | UBBB->OMDB",true,5.32,GA_full
000001044,OJAI,SABE,20260215,06:15,1,0006435,48,true,1,"OJAI->SABE",true,12.60,GA_full
000001020,LKPR,LATI,20260215,05:17,1,0026739,24,true,3,"LKPR->EBCI | EBCI->LDZA | LDZA->LATI",true,4.73,GA_full
000001040,OAKB,SCEL,20260215,07:19,1,0009939,48,true,2,"OAKB->UMMS | UMMS->SCEL",true,16.32,GA_full
000000955,OMDB,OYSN,20260215,07:21,1,0030566,24,true,2,"OMDB->OSDI | OSDI->OYSN",true,6.52,GA_full
000001057,OOMS,VIDP,20260215,07:22,3,0004449,24,true,1,"OOMS->VIDP",true,5.83,GA_full
000000912,EDDI,OAKB,20260215,05:23,1,0006326,48,true,3,"EDDI->LKPR | LKPR->SVMI | SVMI->OAKB",true,9.27,GA_full
000000954,LDZA,SVMI,20260215,05:24,2,0003769,48,true,2,"LDZA->EKCH | EKCH->SVMI",true,7.55,GA_full
000000898,OYSN,SKBO,20260215,06:26,1,0028347,48,true,1,"OYSN->SKBO",true,8.70,GA_full
000001008,UMMS,LATI,20260215,06:26,2,0027071,24,true,1,"UMMS->LATI",true,2.10,GA_full
000000947,OSDI,LDZA,20260215,06:27,2,0029581,48,true,3,"OSDI->EDDI | EDDI->LKPR | LKPR->LDZA",true,6.57,GA_full
000001027,SBBR,SGAS,20260215,00:27,2,0016770,24,true,2,"SBBR->SUAA | SUAA->SGAS",true,5.95,GA_full
000001041,EKCH,LKPR,20260215,05:30,2,0000923,24,true,3,"EKCH->EDDI | EDDI->LOWW | LOWW->LKPR",true,3.95,GA_full
000001011,OERK,VIDP,20260215,06:31,1,0012818,24,true,2,"OERK->UBBB | UBBB->VIDP",true,12.37,GA_full
000001019,LBSF,SKBO,20260215,06:32,1,0012628,48,true,2,"LBSF->LOWW | LOWW->SKBO",true,7.73,GA_full
000001070,LOWW,OJAI,20260215,05:33,1,0019557,48,true,2,"LOWW->LBSF | LBSF->OJAI",true,5.82,GA_full
000000966,SUAA,LATI,20260215,00:35,2,0028199,48,true,3,"SUAA->SABE | SABE->OMDB | OMDB->LATI",true,7.57,GA_full
000000967,VIDP,EBCI,20260215,08:38,1,0006318,48,true,2,"VIDP->LBSF | LBSF->EBCI",true,6.77,GA_full
000001045,OJAI,OERK,20260215,06:40,1,0019033,24,true,1,"OJAI->OERK",true,6.55,GA_full
000001021,LKPR,OJAI,20260215,05:42,1,0012859,48,true,1,"LKPR->OJAI",true,7.08,GA_full
